date,hour,quarter,time,household_id,plug_1_15m_W,plug_2_15m_W,plug_3_15m_W,plug_4_15m_W,total_power_15m_W,is_peak_hour_house,is_peak_quarter,is_peak_quarter_next,total_power_next_quarter_W
2025-11-01,13,0,13:00:00,H1,60.059849388785516,135.11509122932722,31.55310575533789,136.5311888105036,362.66597637327413,1,0,0.0,366.86820789888435
2025-11-01,13,1,13:15:00,H1,64.10691006532615,128.5583822014451,33.622958911143996,139.36801247021575,366.86820789888435,1,0,1.0,464.53010083484753
2025-11-01,13,2,13:30:00,H1,79.6273508153372,166.91540044161326,41.65632416132719,178.71587488147944,464.53010083484753,1,1,0.0,366.8172763301804
2025-11-01,13,3,13:45:00,H1,59.93791026691801,135.73036444797893,32.44980744731351,145.20313270666574,366.8172763301804,1,0,0.0,349.2111662898462
2025-11-01,14,0,14:00:00,H1,62.4850170042794,119.16912976855012,24.126150362926076,143.0990969382876,349.2111662898462,1,0,0.0,344.29174698688
2025-11-01,14,1,14:15:00,H1,62.60630234734618,115.38497595286108,23.541349234498593,141.45633677483647,344.29174698688,1,0,1.0,517.7719388469822
2025-11-01,14,2,14:30:00,H1,95.20223838080156,177.99939615113587,36.30083222750747,210.70369367605915,517.7719388469822,1,1,0.0,336.4106278753808
2025-11-01,14,3,14:45:00,H1,61.00765582697122,115.19021357324016,23.282598734664266,139.53468144568916,336.4106278753808,1,0,0.0,348.4509687186427
2025-11-01,15,0,15:00:00,H1,56.188010977578315,117.2258467106238,36.92466945639671,137.95533750408623,348.4509687186427,1,0,0.0,346.6499888179164
2025-11-01,15,1,15:15:00,H1,57.50069263221236,117.23461542021613,37.84597122751243,137.9003294680781,346.6499888179164,1,0,1.0,458.66829029328494
2025-11-01,15,2,15:30:00,H1,74.38173809280968,151.8076193209829,48.20313107313111,189.36113377815695,458.66829029328494,1,1,0.0,346.3122219154896
2025-11-01,15,3,15:45:00,H1,54.48631883346418,114.21555027405618,37.73499135519659,134.4123177693471,346.3122219154896,1,0,0.0,326.40982528287157
2025-11-01,16,0,16:00:00,H1,46.227130700870354,115.854463942616,28.473272569019713,129.18024101642933,326.40982528287157,0,0,0.0,335.97847269992343
2025-11-01,16,1,16:15:00,H1,46.66555370071775,122.88613148789166,29.673002950370694,142.53627468138285,335.97847269992343,0,0,0.0,314.8865044455611
2025-11-01,16,2,16:30:00,H1,44.18744379232402,114.6168776132531,27.952343988787504,133.05877254307438,314.8865044455611,0,0,0.0,314.4646303836173
2025-11-01,16,3,16:45:00,H1,43.36524274007507,116.27674708610202,26.3183225899574,133.96028589764828,314.4646303836173,0,0,0.0,302.7130780981538
2025-11-01,17,0,17:00:00,H1,47.55785370483145,104.65786911352109,32.230520542799965,119.75234235712479,302.7130780981538,0,0,0.0,312.54831635083764
2025-11-01,17,1,17:15:00,H1,49.59139601725333,109.74801868994159,32.346747625541205,118.54203093114624,312.54831635083764,0,0,0.0,302.33846039238176
2025-11-01,17,2,17:30:00,H1,47.93815739071675,106.12219895865923,32.85549645888155,117.74372963094241,302.33846039238176,0,0,0.0,305.9818287544996
2025-11-01,17,3,17:45:00,H1,50.26395921144733,108.12300036921434,32.32827205224598,122.43560904635417,305.9818287544996,0,0,0.0,277.586137407354
2025-11-01,18,0,18:00:00,H1,50.80553171270629,95.31089578850681,22.26510859227877,107.96863546870905,277.586137407354,0,0,0.0,274.2390259339011
2025-11-01,18,1,18:15:00,H1,48.280941570706666,91.81345579420443,22.02092777536223,105.88174623046478,274.2390259339011,0,0,0.0,252.56254317950211
2025-11-01,18,2,18:30:00,H1,44.92878008630317,87.90485343520119,20.25567382500493,102.67679435121482,252.56254317950211,0,0,0.0,279.8066425782119
2025-11-01,18,3,18:45:00,H1,50.10910756850036,96.03217155960131,21.98096889580013,111.45661085268326,279.8066425782119,0,0,0.0,232.0806857448249
2025-11-01,19,0,19:00:00,H1,39.62354898486809,83.39908097406149,14.763898204898123,94.46215679007415,232.0806857448249,0,0,0.0,231.96505889682564
2025-11-01,19,1,19:15:00,H1,38.50652705538066,81.30059394886736,14.749974831343055,93.7932672220959,231.96505889682564,0,0,0.0,231.8316321039389
2025-11-01,19,2,19:30:00,H1,40.71391772167876,85.25461409240717,14.865909968736752,93.2559506137569,231.8316321039389,0,0,0.0,219.00557879420126
2025-11-01,19,3,19:45:00,H1,37.183817977840604,79.00467178732673,14.252237637901036,91.38447827997861,219.00557879420126,0,0,0.0,179.9284928112583
2025-11-01,20,0,20:00:00,H1,21.886219404242812,61.352319166958964,13.01478986031529,84.54299758339234,179.9284928112583,0,0,0.0,193.09791731232139
2025-11-01,20,1,20:15:00,H1,23.71207958439585,67.03660609123192,13.69342972522888,90.82365861824249,193.09791731232139,0,0,0.0,178.8629952945202
2025-11-01,20,2,20:30:00,H1,21.77183601607728,62.50238302226575,12.646991472047668,83.12250096427668,178.8629952945202,0,0,0.0,182.61636523477796
2025-11-01,20,3,20:45:00,H1,21.575323958615744,63.758563320815014,12.914474475119858,85.37458130599525,182.61636523477796,0,0,0.0,163.71685558218167
2025-11-01,21,0,21:00:00,H1,29.28484298440466,55.8448816396584,10.699441275378367,67.58898061926054,163.71685558218167,0,0,0.0,164.3543046434809
2025-11-01,21,1,21:15:00,H1,30.72417382673184,57.5151555647864,10.403008003721283,64.33022221590069,164.3543046434809,0,0,0.0,162.70949536209125
2025-11-01,21,2,21:30:00,H1,30.670954996637164,57.30529147741907,10.058650307308898,65.71787058232466,162.70949536209125,0,0,0.0,162.37211379454405
2025-11-01,21,3,21:45:00,H1,29.693826786886316,56.47614385936921,10.49020065736123,65.36099394407819,162.37211379454405,0,0,0.0,144.734117493066
2025-11-01,22,0,22:00:00,H1,19.255968182760913,51.9099382506422,7.770233853162843,64.06934098971854,144.734117493066,0,0,0.0,134.04271016358305
2025-11-01,22,1,22:15:00,H1,17.433396244292368,48.32292844249196,7.273722123154767,57.56641705804929,134.04271016358305,0,0,0.0,135.9120922268095
2025-11-01,22,2,22:30:00,H1,18.213825887855425,49.69146378743711,7.544178378602073,62.20305173285284,135.9120922268095,0,0,0.0,133.79184468284282
2025-11-01,22,3,22:45:00,H1,17.650740910368075,48.97913147957883,7.17239835002252,58.728755283793745,133.79184468284282,0,0,0.0,142.58897710721232
2025-11-01,23,0,23:00:00,H1,28.148283053930815,49.505102615346985,11.980637249451888,52.4800623084369,142.58897710721232,0,0,0.0,129.1633511460235
2025-11-01,23,1,23:15:00,H1,25.67208381448024,46.292700449519955,11.129500511429798,46.81710907540498,129.1633511460235,0,0,0.0,139.19329723093776
2025-11-01,23,2,23:30:00,H1,26.29120582967992,48.14608615227774,12.010309810276818,50.184234549178726,139.19329723093776,0,0,0.0,132.91758773351256
2025-11-01,23,3,23:45:00,H1,25.842736568325595,46.1212882058831,11.499485414192124,47.76395236364871,132.91758773351256,0,0,0.0,160.26867482076003
2025-11-02,0,0,00:00:00,H1,39.55738836699408,38.496223268138316,42.247012005562276,41.28201691913589,160.26867482076003,0,0,0.0,159.21052714880082
2025-11-02,0,1,00:15:00,H1,40.42605024927056,38.2114990396495,41.06155559995247,43.059690878462085,159.21052714880082,0,0,0.0,157.37254676174038
2025-11-02,0,2,00:30:00,H1,37.63788517550654,38.05260655492049,39.87572733285344,39.678044740982315,157.37254676174038,0,0,0.0,163.72258806308346
2025-11-02,0,3,00:45:00,H1,39.70910650947873,38.61107237145782,42.29262751955036,42.71719734097563,163.72258806308346,0,0,0.0,162.15827922684392
2025-11-02,1,0,01:00:00,H1,38.257059877538865,32.12980401224886,51.76743369554291,38.19635376616763,162.15827922684392,0,0,0.0,161.72885596403142
2025-11-02,1,1,01:15:00,H1,36.70540172434157,32.73352742587856,52.46717513378175,38.671360035190666,161.72885596403142,0,0,0.0,165.5885350737591
2025-11-02,1,2,01:30:00,H1,39.77810986182321,32.583265221647466,52.73550970822914,40.08068697278843,165.5885350737591,0,0,0.0,165.44144236199537
2025-11-02,1,3,01:45:00,H1,41.14181000012814,34.10263631839968,54.24969426890602,39.022681817216196,165.44144236199537,0,0,0.0,165.9548307758344
2025-11-02,2,0,02:00:00,H1,25.440504913262938,41.84231164944054,53.266967827827976,41.64267519709997,165.9548307758344,0,0,0.0,167.26064376574553
2025-11-02,2,1,02:15:00,H1,25.367392365209078,42.605995907362036,55.5057518256356,42.5856973842128,167.26064376574553,0,0,0.0,182.91220103515124
2025-11-02,2,2,02:30:00,H1,27.69154333275727,45.724930745456774,61.60871647836977,45.76494380641654,182.91220103515124,0,0,0.0,172.66421477857364
2025-11-02,2,3,02:45:00,H1,27.607997926768498,43.95984091058507,57.78654692221092,45.85584343037025,172.66421477857364,0,0,0.0,174.85117511231667
2025-11-02,3,0,03:00:00,H1,42.3371865302643,43.76274470126591,49.21212135486162,39.261718037255044,174.85117511231667,0,0,0.0,193.41137952779118
2025-11-02,3,1,03:15:00,H1,47.704178000076695,48.35406454654264,53.692661791953554,43.51555739803239,193.41137952779118,0,0,0.0,182.8935676256873
2025-11-02,3,2,03:30:00,H1,44.929844287931964,46.11665919023987,52.44735994962876,38.87450451511351,182.8935676256873,0,0,0.0,186.6564714731548
2025-11-02,3,3,03:45:00,H1,45.899334298873235,47.44180080570211,52.17864785281108,42.5874389966659,186.6564714731548,0,0,0.0,207.21577239386352
2025-11-02,4,0,04:00:00,H1,48.52218588269831,46.20273327224525,64.13589246262481,44.48865656619186,207.21577239386352,0,0,0.0,211.6096333784914
2025-11-02,4,1,04:15:00,H1,51.61646772101202,46.97125778824771,67.80882776549758,47.00446907829482,211.6096333784914,0,0,0.0,205.89340727430013
2025-11-02,4,2,04:30:00,H1,50.75314592752157,45.11079708238102,65.55775003270409,44.8487837447129,205.89340727430013,0,0,0.0,208.96731147929881
2025-11-02,4,3,04:45:00,H1,51.73872032121578,46.77191314729091,67.05883714315188,46.40496527202092,208.96731147929881,0,0,0.0,229.33956494008387
2025-11-02,5,0,05:00:00,H1,56.455001528545345,48.71829814074388,67.60555075315487,56.45764001650081,229.33956494008387,0,0,0.0,235.54981150279082
2025-11-02,5,1,05:15:00,H1,57.11939906150676,52.002391884309795,72.4066096868372,55.7862966740088,235.54981150279082,0,0,0.0,229.7584115882491
2025-11-02,5,2,05:30:00,H1,55.48485575726267,50.85825556782897,70.1947662261511,56.42473522192653,229.7584115882491,0,0,0.0,239.78504289305624
2025-11-02,5,3,05:45:00,H1,56.641956178119514,52.36649372360659,70.33779508067356,56.7111014142684,239.78504289305624,0,0,0.0,241.69927118227417
2025-11-02,6,0,06:00:00,H1,57.93204462884608,46.66260840204525,74.57230493256539,59.21483115304541,241.69927118227417,0,0,0.0,259.5394730420003
2025-11-02,6,1,06:15:00,H1,60.93738267574802,51.06365873172356,86.97462835063985,64.10477180929193,259.5394730420003,0,0,0.0,242.03304279459852
2025-11-02,6,2,06:30:00,H1,57.56305309901719,47.81278375219882,76.53133278688827,57.498136576977956,242.03304279459852,0,0,0.0,254.08028186874387
2025-11-02,6,3,06:45:00,H1,60.11890823173825,50.04269735876377,82.06642629867879,62.9930651851778,254.08028186874387,0,0,0.0,339.24265427321717
2025-11-02,7,0,07:00:00,H1,70.9967065233475,69.9626350893791,107.08325779373537,92.76247527897088,339.24265427321717,0,0,0.0,309.7226272508977
2025-11-02,7,1,07:15:00,H1,65.23993331925531,61.63487239724869,97.57599715868606,83.95613780748286,309.7226272508977,0,0,0.0,327.2457973121164
2025-11-02,7,2,07:30:00,H1,66.66632362869498,66.23920213180573,103.0326361726291,85.6336922183269,327.2457973121164,0,0,0.0,313.82474389603885
2025-11-02,7,3,07:45:00,H1,64.98749887332717,63.763098992716,100.92301496827609,83.7485001981619,313.82474389603885,0,0,0.0,360.41319496819915
2025-11-02,8,0,08:00:00,H1,72.56316270109525,86.16251745308455,114.2278487666877,82.71521271599606,360.41319496819915,0,0,0.0,347.3744458541802
2025-11-02,8,1,08:15:00,H1,72.61849147142522,85.0382501641485,107.49270014697773,81.25954397101583,347.3744458541802,0,0,0.0,340.9020917753282
2025-11-02,8,2,08:30:00,H1,72.22549651002376,82.99941305148167,107.27062838788697,83.59470960167387,340.9020917753282,0,0,0.0,337.5029902594814
2025-11-02,8,3,08:45:00,H1,72.51327841200133,77.98047024503849,101.47189083812822,76.76219337735498,337.5029902594814,0,0,0.0,356.5274615259817
2025-11-02,9,0,09:00:00,H1,75.56209239790091,71.4223656551857,113.52327726471214,95.8681967915238,356.5274615259817,0,0,0.0,375.4348976809179
2025-11-02,9,1,09:15:00,H1,80.56706447304782,72.792701569021,119.28636515696608,101.11489114914251,375.4348976809179,0,0,0.0,374.96424704035036
2025-11-02,9,2,09:30:00,H1,77.92403147645561,74.54957582808619,120.07736744062055,99.70403738239216,374.96424704035036,0,0,0.0,361.50811268690177
2025-11-02,9,3,09:45:00,H1,76.4575097032361,71.81503570012596,116.8569293265967,95.44587789236462,361.50811268690177,0,0,0.0,416.6405476119745
2025-11-02,10,0,10:00:00,H1,96.06366342520256,92.6517573870421,130.95451422056018,95.95011371085239,416.6405476119745,0,0,0.0,424.26323175418077
2025-11-02,10,1,10:15:00,H1,101.50759936800199,90.96588413928656,134.12012587028897,95.4260417314024,424.26323175418077,0,0,0.0,399.9775585936707
2025-11-02,10,2,10:30:00,H1,95.91628441139342,85.34849328388255,126.03519386961163,94.09509994551807,399.9775585936707,0,0,0.0,398.92495155582907
2025-11-02,10,3,10:45:00,H1,93.80040805546669,84.82443500343902,130.97611985401304,87.47284557087785,398.92495155582907,0,0,0.0,418.60908954819746
2025-11-02,11,0,11:00:00,H1,92.63353991970564,93.648627618147,123.24014313230487,109.03816977165752,418.60908954819746,1,0,0.0,459.69490864711616
2025-11-02,11,1,11:15:00,H1,107.279404811332,102.23569278838919,133.7328783567006,119.54136043929572,459.69490864711616,1,0,1.0,588.411294834798
2025-11-02,11,2,11:30:00,H1,131.90903085525272,129.6317463751873,169.94611556735427,155.5637332777114,588.411294834798,1,1,0.0,419.2836099797465
2025-11-02,11,3,11:45:00,H1,95.73593550622283,92.88084136811614,124.14767214138378,112.11309782489226,419.2836099797465,1,0,0.0,487.10063931783816
2025-11-02,12,0,12:00:00,H1,107.20266259885031,97.80288619717238,155.26586609935214,119.63062688894779,487.10063931783816,1,0,0.0,464.28429927285845
2025-11-02,12,1,12:15:00,H1,101.18626344710006,95.3802489209677,152.44720102131316,113.72546901588653,464.28429927285845,1,0,1.0,620.0808080904275
2025-11-02,12,2,12:30:00,H1,129.9928229377935,132.73016332903154,199.25970611654552,155.98767498222247,620.0808080904275,1,1,0.0,439.5155742401042
2025-11-02,12,3,12:45:00,H1,98.75305767023704,91.06368942362673,144.0514622538307,109.70124694206078,439.5155742401042,1,0,0.0,461.3164537992234
2025-11-02,13,0,13:00:00,H1,98.24084569532928,101.1058120549786,139.3495467737145,113.69429548227686,461.3164537992234,1,0,0.0,466.4752775343303
2025-11-02,13,1,13:15:00,H1,101.73070807850907,102.74331555522616,143.30276978543017,118.18954900659733,466.4752775343303,1,0,1.0,625.4238645195944
2025-11-02,13,2,13:30:00,H1,137.23248066562255,139.02801841291387,189.29008889862072,161.54805770596147,625.4238645195944,1,1,0.0,466.2772762155006
2025-11-02,13,3,13:45:00,H1,103.68241646346816,98.99430970987997,140.65289669463164,118.34712405671186,466.2772762155006,1,0,0.0,455.60550506054005
2025-11-02,14,0,14:00:00,H1,105.95841887354227,97.69451261528425,135.9488708112729,114.78469538889131,455.60550506054005,1,0,0.0,464.98941456506316
2025-11-02,14,1,14:15:00,H1,108.01073729635371,101.50116829796916,144.93379796686347,117.33252315618113,464.98941456506316,1,0,1.0,601.0843763041926
2025-11-02,14,2,14:30:00,H1,133.49102001001265,130.53518814396116,184.77340573774202,151.63618065539652,601.0843763041926,1,1,0.0,453.7035844110001
2025-11-02,14,3,14:45:00,H1,106.57582370158786,96.78623992430275,137.80133273338407,115.45429513689993,453.7035844110001,1,0,0.0,431.69029311281264
2025-11-02,15,0,15:00:00,H1,96.5176927145018,89.72927586105813,136.84379502598446,110.47702675929102,431.69029311281264,1,0,0.0,452.51408042736915
2025-11-02,15,1,15:15:00,H1,100.9962670843302,92.35312208008824,138.05002054193994,118.8436047994014,452.51408042736915,1,0,1.0,646.630074412979
2025-11-02,15,2,15:30:00,H1,143.95002410158804,137.49361761176633,204.12946126012318,164.63124873640967,646.630074412979,1,1,0.0,469.744318085315
2025-11-02,15,3,15:45:00,H1,108.76482314231232,98.99448174651629,143.90204979501206,124.35932763217704,469.744318085315,1,0,0.0,430.38729788488195
2025-11-02,16,0,16:00:00,H1,102.21496255439685,88.98194180147635,129.28605432376585,104.45110340303242,430.38729788488195,0,0,0.0,399.5905508996146
2025-11-02,16,1,16:15:00,H1,93.9777470424032,82.03553638153673,120.63144918135227,100.12350230681352,399.5905508996146,0,0,0.0,430.0289183695665
2025-11-02,16,2,16:30:00,H1,101.14834265524362,91.42645086189046,129.35454670502457,107.14182071069592,430.0289183695665,0,0,0.0,419.23399957073445
2025-11-02,16,3,16:45:00,H1,98.35896478114144,88.07912252529628,127.07104151162031,105.58546975460662,419.23399957073445,0,0,0.0,382.0985493291582
2025-11-02,17,0,17:00:00,H1,85.53034283231501,85.4535061790269,111.05466731601257,100.49910706166665,382.0985493291582,0,0,0.0,372.49968244578974
2025-11-02,17,1,17:15:00,H1,78.4656351038629,86.38973763095764,112.53574919615265,98.07838603257457,372.49968244578974,0,0,0.0,369.3531332786842
2025-11-02,17,2,17:30:00,H1,79.55046464000205,82.74619296066358,109.87607353019416,98.77206694633091,369.3531332786842,0,0,0.0,361.5868531052981
2025-11-02,17,3,17:45:00,H1,79.53819486964359,84.85301740175873,104.91930478430898,95.55762107735102,361.5868531052981,0,0,0.0,346.65775046788224
2025-11-02,18,0,18:00:00,H1,72.87821801827126,76.41698274361889,116.3495600692755,86.67972710255617,346.65775046788224,0,0,0.0,335.4786208471404
2025-11-02,18,1,18:15:00,H1,68.12669626633294,71.92427270589015,108.17385078299031,87.20377099350023,335.4786208471404,0,0,0.0,338.3728587275376
2025-11-02,18,2,18:30:00,H1,70.98007103820333,73.59683188745906,111.77438468148125,89.19979286610712,338.3728587275376,0,0,0.0,338.23615689501366
2025-11-02,18,3,18:45:00,H1,69.9438153675868,75.12809309029204,110.62368346447366,88.00908346688723,338.23615689501366,0,0,0.0,303.4340688182721
2025-11-02,19,0,19:00:00,H1,68.65533809305812,71.8277571280626,88.51081117375536,77.9605674299184,303.4340688182721,0,0,0.0,302.74829759545105
2025-11-02,19,1,19:15:00,H1,70.4678939056405,72.48511163404012,88.78327760087355,77.52146416887172,302.74829759545105,0,0,0.0,296.71498201554203
2025-11-02,19,2,19:30:00,H1,67.81940202521331,71.09225798665989,83.28986820824673,75.55650436477552,296.71498201554203,0,0,0.0,294.69114299990594
2025-11-02,19,3,19:45:00,H1,67.19836300354083,70.70655083018066,84.41719249341645,74.56106670125222,294.69114299990594,0,0,0.0,262.31229556572123
2025-11-02,20,0,20:00:00,H1,47.06472007981155,61.15934148910423,92.46230429536453,66.52001534284429,262.31229556572123,0,0,0.0,275.26655790670145
2025-11-02,20,1,20:15:00,H1,48.90542511724194,65.3607115804197,92.82742925414081,70.62940497189703,275.26655790670145,0,0,0.0,278.45585454757526
2025-11-02,20,2,20:30:00,H1,49.41025025763459,63.52354037923177,94.44746839413543,72.57689298403689,278.45585454757526,0,0,0.0,265.04704352046195
2025-11-02,20,3,20:45:00,H1,46.980673913234206,60.155071088727276,91.69217828728877,65.56956513409729,265.04704352046195,0,0,0.0,239.96987166068192
2025-11-02,21,0,21:00:00,H1,51.2567518803962,59.980772386690965,65.07046109402592,65.05058163971717,239.96987166068192,0,0,0.0,257.8358041957139
